[50, 107, 104, 64, 52, 5, 1, 79, 55, 7]
[0, 38, 24, 57, 98, 38, 104, 55, 2, 96]
[37, 35, 67, 117, 25, 124, 37, 14, 52, 9]
[40, 36, 11, 30, 21, 156, 114, 17, 4, 71]
[15, 3, 23, 134, 30, 80, 59, 27, 34, 72]
[81, 0, 21, 83, 18, 1, 37, 55, 123, 54]
[23, 0, 4, 10, 18, 0, 85, 59, 74, 160]
[188, 0, 7, 54, 53, 0, 31, 30, 136, 57]
[27, 0, 19, 23, 56, 0, 150, 131, 87, 41]
[12, 0, 42, 189, 89, 0, 24, 95, 43, 94]
[0, 0, 55, 137, 14, 0, 28, 186, 139, 29]
[27, 0, 161, 9, 21, 0, 66, 63, 150, 14]
[82, 0, 6, 0, 65, 0, 176, 58, 11, 122]
[14, 0, 97, 0, 168, 0, 98, 12, 124, 1]
[73, 0, 339, 0, 63, 0, 29, 2, 110, 0]
[69, 0, 298, 0, 53, 0, 0, 0, 147, 0]
[21, 0, 273, 0, 82, 0, 0, 0, 46, 0]
[379, 0, 100, 0, 38, 0, 0, 0, 56, 0]
